id,label,keyframes
signer13_sample1860,209,"[28, 35]"
signer13_sample1861,146,"[20, 24, 28, 33]"
signer13_sample1862,184,"[20, 29, 33, 37]"
signer13_sample1863,218,"[20, 41, 50]"
signer13_sample1864,4,"[15, 29, 35, 39, 43]"
signer13_sample1865,87,"[21, 25, 32, 41, 45, 49]"
signer13_sample1866,41,"[16, 20, 29, 44, 51]"
signer13_sample1867,108,"[9, 19, 28, 38]"
signer13_sample1868,167,"[20, 27, 32, 36, 54, 60]"
signer13_sample1869,56,"[28, 32, 36]"
signer13_sample1870,137,"[25, 29, 34, 42]"
signer13_sample1871,77,"[21, 25, 43, 47, 51, 55]"
signer13_sample1872,87,"[19, 24, 41, 45, 49]"
signer13_sample1873,79,[34]
signer13_sample1874,139,"[9, 20, 25, 35, 39]"
signer13_sample1875,34,[34]
signer13_sample1876,224,"[26, 33, 37, 43]"
signer13_sample1877,129,"[27, 36]"
signer13_sample1878,46,"[22, 30, 34, 38, 42]"
signer13_sample1879,222,"[12, 25, 37, 50]"
signer13_sample1880,14,"[19, 35]"
signer13_sample1881,96,"[21, 25]"
signer13_sample1882,200,"[20, 24, 28, 32, 36, 42]"
signer13_sample1883,134,"[17, 21, 30, 34, 38]"
signer13_sample1884,176,"[23, 28, 34, 46]"
signer13_sample1885,41,"[26, 30, 40, 45]"
signer13_sample1886,81,"[21, 34, 41]"
signer13_sample1887,48,"[21, 25, 31, 35]"
signer13_sample1888,134,"[24, 28, 32, 37, 41]"
signer13_sample1889,205,[34]
signer13_sample1890,43,[21]
signer13_sample1891,145,"[21, 25, 31, 35, 40]"
signer13_sample1892,159,"[24, 43, 52, 65, 69]"
signer13_sample1893,120,"[29, 33, 37, 41]"
signer13_sample1894,138,"[24, 29, 33]"
signer13_sample1895,80,"[23, 34, 40]"
signer13_sample1896,12,"[29, 41, 51]"
signer13_sample1897,38,"[26, 32, 36, 42]"
signer13_sample1898,105,"[27, 33]"
signer13_sample1899,45,"[20, 24, 28, 32]"
signer13_sample1900,127,"[20, 24, 28]"
signer13_sample1901,143,"[19, 24, 31, 36]"
signer13_sample1902,134,"[19, 23, 27, 31, 36]"
signer13_sample1903,42,"[18, 40]"
signer13_sample1904,168,"[23, 27, 32, 37]"
signer13_sample1905,140,"[41, 51]"
signer13_sample1906,21,"[21, 25, 42]"
signer13_sample1907,121,"[23, 27, 31, 37]"
signer13_sample1908,66,"[23, 27, 31, 35, 39, 43, 47]"
signer13_sample1909,221,"[19, 30, 34, 42]"
signer13_sample1910,164,"[18, 22, 30, 35, 40]"
signer13_sample1911,56,[32]
signer13_sample1912,77,"[22, 42, 46, 50]"
signer13_sample1913,154,"[18, 22, 26, 30, 36]"
signer13_sample1914,152,"[27, 34, 42]"
signer13_sample1915,6,"[22, 31, 37, 41]"
signer13_sample1916,52,"[27, 31, 35, 39]"
signer13_sample1917,149,"[20, 36, 54]"
signer13_sample1918,184,"[20, 24, 28, 35, 39, 43]"
signer13_sample1919,95,"[22, 27, 32, 36, 40, 44, 63]"
signer13_sample1920,29,"[16, 20, 36]"
signer13_sample1921,60,"[21, 25, 29, 35, 40, 44]"
signer13_sample1922,45,"[21, 25, 30]"
signer13_sample1923,202,"[30, 34, 52]"
signer13_sample1924,108,[25]
signer13_sample1925,83,"[21, 26, 53]"
signer13_sample1926,138,"[25, 34]"
signer13_sample1927,172,"[21, 25, 29, 33, 37]"
signer13_sample1928,78,"[20, 24, 28, 32]"
signer13_sample1929,148,"[20, 25, 29, 33, 38, 43]"
signer13_sample1930,34,"[34, 39]"
signer13_sample1931,119,"[42, 47, 51]"
signer13_sample1932,20,"[22, 26, 31, 35]"
signer13_sample1933,160,"[20, 24, 37]"
signer13_sample1934,221,"[29, 34]"
signer13_sample1935,114,"[25, 29, 36]"
signer13_sample1936,222,[62]
signer13_sample1937,133,"[20, 24, 28, 32, 36]"
signer13_sample1938,199,"[22, 29, 33, 37]"
signer13_sample1939,59,"[20, 29, 33]"
signer13_sample1940,8,"[25, 29, 33, 37]"
signer13_sample1941,35,[47]
signer13_sample1942,196,"[20, 25, 42, 47]"
signer13_sample1943,21,"[22, 26, 30, 45]"
signer13_sample1944,177,"[20, 24, 29, 33]"
signer13_sample1945,105,"[20, 25, 34, 39]"
signer13_sample1946,106,"[22, 31, 36, 40, 44]"
signer13_sample1947,205,"[25, 30, 34, 38]"
signer13_sample1948,202,"[20, 31, 35, 53]"
signer13_sample1949,128,"[22, 27]"
signer13_sample1950,15,"[19, 23, 27, 31, 35]"
signer13_sample1951,39,"[23, 27, 31, 35, 39]"
signer13_sample1952,147,"[27, 32, 36, 40]"
signer13_sample1953,212,"[11, 22, 30, 34, 38]"
signer13_sample1954,69,"[21, 25, 29, 33]"
signer13_sample1955,30,"[20, 24, 30, 34, 38, 42]"
signer13_sample1956,133,"[19, 24, 28, 32, 37, 41]"
signer13_sample1957,175,"[23, 27, 31]"
signer13_sample1958,78,"[23, 27, 31, 41]"
signer13_sample1959,224,"[25, 29, 33, 38]"
signer13_sample1960,199,"[26, 32, 40]"
signer13_sample1961,173,"[21, 28, 33]"
signer13_sample1962,45,"[17, 21, 25, 30]"
signer13_sample1963,85,"[20, 27, 31]"
signer13_sample1964,51,"[19, 23, 27, 31, 39]"
signer13_sample1965,183,"[22, 30, 36, 41]"
signer13_sample1966,84,"[21, 26, 30, 39]"
signer13_sample1967,68,"[34, 61]"
signer13_sample1968,5,"[28, 32, 37]"
signer13_sample1969,77,"[16, 20, 43, 47, 52]"
signer13_sample1970,27,"[45, 49]"
signer13_sample1971,85,"[25, 38]"
signer13_sample1972,145,"[23, 28, 35, 39, 43]"
signer13_sample1973,122,"[27, 35, 39]"
signer13_sample1974,18,"[22, 26, 30, 34]"
signer13_sample1975,165,"[24, 37, 41]"
signer13_sample1976,23,"[25, 29, 34]"
signer13_sample1977,6,"[29, 41, 45]"
signer13_sample1978,69,"[20, 24]"
signer13_sample1979,83,"[23, 47]"
signer13_sample1980,107,"[27, 35]"
signer13_sample1981,111,"[19, 23, 27, 33, 37, 41]"
signer13_sample1982,112,"[23, 28, 32, 36]"
signer13_sample1983,197,"[22, 26, 30, 36, 42, 46, 50]"
signer13_sample1984,197,"[20, 25, 30, 34, 38, 42, 46]"
signer13_sample1985,187,"[11, 22, 26, 32, 36, 40, 44, 48]"
signer13_sample1986,109,"[13, 17, 31, 35, 45]"
signer13_sample1987,120,"[23, 27, 31, 35, 40, 44]"
signer13_sample1988,132,"[26, 39]"
signer13_sample1989,194,"[33, 38]"
signer13_sample1990,157,"[27, 31, 35]"
signer13_sample1991,137,"[23, 33, 38]"
signer13_sample1992,190,"[21, 25, 31]"
signer13_sample1993,72,"[27, 44, 48]"
signer13_sample1994,93,"[22, 26, 30]"
signer13_sample1995,75,"[22, 27]"
signer13_sample1996,159,"[24, 67, 71]"
signer13_sample1997,181,"[33, 37]"
signer13_sample1998,107,"[25, 32]"
signer13_sample1999,59,"[20, 26, 30, 34, 56, 61]"
signer13_sample2000,214,"[20, 25, 37, 41, 46]"
signer13_sample2001,163,"[18, 22, 27, 32]"
signer13_sample2002,126,"[11, 21, 32, 42]"
signer13_sample2003,90,"[33, 37]"
signer13_sample2004,135,"[30, 38, 42]"
signer13_sample2005,181,"[23, 33, 37]"
signer13_sample2006,218,"[18, 22, 47, 56]"
signer13_sample2007,76,"[17, 24, 29, 33, 37, 41]"
signer13_sample2008,5,"[23, 28, 32, 37]"
signer13_sample2009,149,"[39, 53]"
signer13_sample2010,57,"[35, 39]"
signer13_sample2011,184,"[19, 23, 28, 32, 36]"
signer13_sample2012,98,"[24, 29, 33, 38, 44, 49]"
signer13_sample2013,206,"[20, 25, 29]"
signer13_sample2014,208,"[21, 27, 31, 38]"
signer13_sample2015,81,"[33, 37, 41]"
signer13_sample2016,67,"[26, 30, 36]"
signer13_sample2017,179,"[13, 23, 27]"
signer13_sample2018,111,"[19, 32, 36, 40]"
signer13_sample2019,117,"[22, 37]"
signer13_sample2020,67,"[25, 30, 44]"
signer13_sample2021,12,"[40, 49]"
signer13_sample2022,179,"[13, 26, 30, 35, 40]"
signer15_sample1,164,"[20, 24, 28, 43, 47]"
signer15_sample2,77,"[32, 42, 47]"
signer15_sample3,165,"[21, 25, 29, 34]"
signer15_sample4,93,"[22, 26, 30, 34]"
signer15_sample5,86,"[19, 25, 29, 36]"
signer15_sample6,105,"[21, 32, 36]"
signer15_sample7,181,"[25, 29, 39, 43]"
signer15_sample8,179,"[20, 36, 40, 44]"
signer15_sample9,158,"[24, 28, 35]"
signer15_sample10,170,"[26, 30, 34]"
signer15_sample11,32,"[23, 28, 32, 36]"
signer15_sample12,120,"[25, 31, 39]"
signer15_sample13,76,"[20, 24, 28, 32, 37]"
signer15_sample14,104,"[21, 40, 45, 50]"
signer15_sample15,9,"[13, 21, 26, 34, 47]"
signer15_sample16,213,"[30, 34]"
signer15_sample17,169,"[29, 36]"
signer15_sample18,224,"[22, 26, 30, 34, 38, 42]"
signer15_sample19,148,"[19, 32, 40, 44]"
signer15_sample20,124,"[26, 36, 44, 48]"
signer15_sample21,34,"[19, 41, 45]"
signer15_sample22,88,"[23, 28]"
signer15_sample23,175,"[27, 31, 47]"
signer15_sample24,195,"[19, 28, 32, 47]"
signer15_sample25,216,"[29, 33, 37]"
signer15_sample26,74,"[24, 45, 52, 56]"
signer15_sample27,191,"[23, 27, 43]"
signer15_sample28,66,"[20, 24, 29]"
signer15_sample29,1,"[19, 23, 29, 35]"
signer15_sample30,150,"[22, 27, 33, 37]"
signer15_sample31,143,"[22, 27, 31, 35, 39]"
signer15_sample32,113,"[23, 28, 35]"
signer15_sample33,43,"[23, 29, 37]"
signer15_sample34,151,"[19, 24, 29, 34, 38]"
signer15_sample35,114,"[25, 30, 34, 38]"
signer15_sample36,134,"[24, 28]"
signer15_sample37,190,"[19, 23, 27, 33]"
signer15_sample38,221,"[20, 25]"
signer15_sample39,89,"[19, 23, 28, 39, 43]"
signer15_sample40,80,"[20, 25, 31]"
signer15_sample41,37,[29]
signer15_sample42,15,"[27, 31, 35]"
signer15_sample43,40,"[26, 30, 34, 38, 42]"
signer15_sample44,91,"[21, 32]"
signer15_sample45,112,"[23, 27, 39]"
signer15_sample46,215,"[29, 40]"
signer15_sample47,77,"[30, 38, 43]"
signer15_sample48,130,"[21, 35, 46, 51]"
signer15_sample49,65,"[22, 27, 32]"
signer15_sample50,135,"[22, 26, 30, 35, 39]"
signer15_sample51,182,"[19, 23, 30, 47]"
signer15_sample52,210,"[21, 26, 33]"
signer15_sample53,12,"[22, 29, 38]"
signer15_sample54,96,"[19, 23, 29]"
signer15_sample55,67,"[21, 26, 30, 34]"
signer15_sample56,171,"[22, 34]"
signer15_sample57,42,[44]
signer15_sample58,65,"[24, 29, 33, 37]"
signer15_sample59,129,"[31, 35, 39]"
signer15_sample60,112,"[22, 27, 32, 37]"
signer15_sample61,136,"[32, 40]"
signer15_sample62,137,"[22, 26]"
signer15_sample63,139,"[25, 29]"
signer15_sample64,114,"[24, 28, 32]"
signer15_sample65,156,"[20, 24, 28]"
signer15_sample66,172,"[20, 24, 28]"
signer15_sample67,111,"[20, 26, 31, 36, 40, 48]"
signer15_sample68,149,"[49, 53]"
signer15_sample69,151,"[24, 29, 33, 37]"
signer15_sample70,200,"[22, 26, 30, 34]"
signer15_sample71,125,"[23, 34, 39]"
signer15_sample72,157,"[15, 19, 24, 28]"
signer15_sample73,103,"[18, 24, 29, 33]"
signer15_sample74,168,"[16, 21, 25, 30, 36, 40, 45, 49]"
signer15_sample75,126,"[22, 26, 30, 37, 41]"
signer15_sample76,88,[24]
signer15_sample77,41,"[29, 33, 39, 43, 47, 51, 55]"
signer15_sample78,203,"[22, 26, 30]"
signer15_sample79,84,"[8, 16, 25, 33]"
signer15_sample80,223,"[21, 28, 42]"
signer15_sample81,220,"[19, 39]"
signer15_sample82,52,"[29, 33, 37]"
signer15_sample83,82,"[15, 23, 28, 32, 37]"
signer15_sample84,157,"[20, 26, 30, 34]"
signer15_sample85,133,"[22, 28, 32, 37, 43]"
signer15_sample86,68,"[19, 23, 40, 44]"
signer15_sample87,106,"[12, 23, 35, 46]"
signer15_sample88,21,"[23, 54, 58]"
signer15_sample89,27,"[37, 43]"
signer15_sample90,146,"[15, 19, 23, 30, 39]"
signer15_sample91,203,"[20, 25, 37]"
signer15_sample92,69,"[20, 24, 32]"
signer15_sample93,177,"[28, 40]"
signer15_sample94,178,"[20, 35, 40]"
signer15_sample95,170,"[23, 34, 38, 44]"
signer15_sample96,163,"[24, 28, 32, 36]"
signer15_sample97,101,"[17, 29, 33, 37]"
signer15_sample98,187,"[23, 37]"
signer15_sample99,25,"[22, 28, 37]"
signer15_sample100,10,"[22, 27, 31, 35, 39]"
signer15_sample101,64,"[23, 27]"
signer15_sample102,69,"[21, 25, 29, 33, 41]"
signer15_sample103,154,"[22, 26, 39]"
signer15_sample104,90,[28]
signer15_sample105,38,"[23, 27, 31, 37, 41]"
signer15_sample106,98,"[25, 30, 34, 38, 44]"
signer15_sample107,128,"[25, 29, 33]"
signer15_sample108,94,"[21, 26, 33]"
signer15_sample109,2,"[20, 24, 31, 35]"
signer15_sample110,102,"[30, 46, 50, 56]"
signer15_sample111,86,"[18, 26, 32]"
signer15_sample112,60,"[24, 28, 32, 36, 41, 48]"
signer15_sample113,145,"[21, 27, 36, 40]"
signer15_sample114,177,"[24, 29, 37]"
signer15_sample115,100,"[21, 27, 34, 38]"
signer15_sample116,162,"[24, 29]"
signer15_sample117,188,"[19, 23, 28]"
signer15_sample118,97,"[23, 27]"
signer15_sample119,150,"[26, 30, 35]"
signer15_sample120,115,"[44, 53]"
signer15_sample121,70,"[20, 27, 33]"
signer15_sample122,194,[42]
signer15_sample123,64,"[24, 30, 35]"
signer15_sample124,4,"[18, 22, 27, 35, 39, 43, 48]"
signer15_sample125,46,"[24, 30, 35]"
signer15_sample126,187,[34]
signer15_sample127,71,"[22, 27, 31, 35, 46]"
signer15_sample128,119,"[12, 41, 45]"
signer15_sample129,52,"[25, 29, 33, 37]"
signer15_sample130,35,"[12, 25, 37, 50]"
signer15_sample131,19,"[16, 23]"
signer15_sample132,124,"[23, 29, 36, 44, 50]"
signer15_sample133,82,"[20, 25, 36, 41]"
signer15_sample134,152,"[20, 24]"
signer15_sample135,107,"[20, 24, 33]"
signer15_sample136,184,"[23, 27, 33, 42, 46]"
signer15_sample137,106,"[23, 33, 37]"
signer15_sample138,7,"[25, 33]"
signer15_sample139,103,"[24, 28, 32]"
signer15_sample140,160,"[21, 34]"
signer15_sample141,137,"[21, 26, 44, 48]"
signer15_sample142,54,"[22, 29, 33]"
signer15_sample143,8,"[25, 29, 33]"
signer15_sample144,101,"[29, 36]"
signer15_sample145,147,"[19, 31, 40]"
signer15_sample146,19,[30]
signer15_sample147,11,"[33, 45]"
signer15_sample148,72,"[20, 24, 43, 48]"
signer15_sample149,107,"[27, 31]"
signer15_sample150,39,"[31, 35]"
signer15_sample151,24,"[13, 22, 26, 30, 41]"
signer15_sample152,53,"[23, 27, 31, 36]"
signer15_sample153,196,"[20, 24, 42]"
signer15_sample154,92,"[19, 31, 35, 39]"
signer15_sample155,159,"[47, 77]"
signer15_sample156,32,"[25, 29]"
signer15_sample157,73,[40]
signer15_sample158,166,"[19, 23, 29, 33, 37]"
signer15_sample159,72,"[24, 43]"
signer15_sample160,208,"[19, 23, 27, 31, 37]"
signer15_sample161,144,"[22, 26, 30]"
signer15_sample162,20,"[19, 23, 33]"
signer15_sample163,217,"[21, 32]"
signer15_sample164,216,"[21, 25, 29, 33, 37, 42]"
signer15_sample165,109,"[8, 13, 19, 23, 28, 32, 40]"
signer15_sample166,184,"[22, 26, 31, 36, 40]"
signer15_sample167,167,"[20, 41, 50]"
signer15_sample168,44,"[22, 32, 38]"
signer15_sample169,152,"[24, 32, 37]"
signer15_sample170,122,"[18, 22, 28, 33]"
signer15_sample171,138,"[29, 36, 40]"
signer15_sample172,180,"[28, 32, 36, 40]"
signer15_sample173,96,"[22, 26, 33]"
signer15_sample174,7,"[24, 32]"
signer15_sample175,40,"[27, 31, 35, 39, 44, 48]"
signer15_sample176,116,"[20, 24, 30]"
signer15_sample177,6,"[17, 26]"
signer15_sample178,73,"[21, 41]"
signer15_sample179,48,"[21, 25, 29, 33, 37]"
signer15_sample180,189,"[19, 32]"
signer15_sample181,145,"[18, 22, 26, 30, 34]"
signer15_sample182,199,"[18, 22, 26, 31, 35, 39]"
signer15_sample183,79,"[24, 31]"
signer15_sample184,83,"[21, 51, 55, 59]"
signer15_sample185,44,"[27, 31, 37]"
signer15_sample186,5,"[19, 32, 36, 43, 47]"
signer15_sample187,173,"[21, 25, 29, 37, 43]"
signer15_sample188,154,"[17, 21, 27, 42, 46]"
signer15_sample189,193,"[24, 28, 32, 36, 40]"
signer15_sample190,80,"[20, 31, 35]"
signer15_sample191,219,"[26, 30, 35, 39]"
signer15_sample192,5,"[23, 31, 35, 55, 59]"
signer15_sample193,110,"[24, 30, 34, 38, 42]"
signer15_sample194,108,"[12, 23, 35, 46]"
signer15_sample195,123,"[22, 26, 30, 50]"
signer15_sample196,212,"[18, 23]"
signer15_sample197,176,"[30, 38, 49]"
signer15_sample198,143,"[18, 22, 26, 30, 34]"
signer15_sample199,194,"[37, 42]"
signer15_sample200,168,"[20, 26, 31, 39, 43]"
signer15_sample201,30,"[22, 35]"
signer15_sample202,100,"[24, 28, 34]"
signer15_sample203,61,"[22, 27, 33, 38, 42, 47]"
signer15_sample204,189,"[21, 34]"
signer15_sample205,110,"[26, 30, 36, 40]"
signer15_sample206,204,"[20, 24, 28, 34]"
signer15_sample207,38,"[23, 30, 39]"
signer15_sample208,78,"[21, 26, 30, 36, 40]"
signer15_sample209,63,"[18, 29, 35, 39, 43]"
signer15_sample210,185,"[19, 24, 28, 32, 36, 41, 45]"
signer15_sample211,133,"[23, 27, 31, 35, 39]"
signer15_sample212,109,"[10, 14, 18, 27, 32, 36]"
signer15_sample213,13,"[22, 28, 34, 38]"
signer15_sample214,56,[29]
signer15_sample215,50,"[39, 43]"
signer15_sample216,223,"[25, 42, 47]"
signer15_sample217,39,"[32, 37]"
signer15_sample218,47,"[22, 26, 30]"
signer15_sample219,193,"[25, 29, 34, 38, 42]"
signer15_sample220,125,"[22, 26, 33]"
signer15_sample221,219,"[26, 31, 38, 43]"
signer15_sample222,220,"[23, 36]"
signer15_sample223,0,"[10, 15, 26, 30, 36, 40, 57]"
signer15_sample224,10,"[10, 19, 23, 27, 31, 35, 39, 43]"
signer15_sample225,29,"[20, 24]"
signer15_sample226,43,"[28, 34, 40]"
signer15_sample227,156,"[22, 26, 31, 35, 39, 43]"
signer15_sample228,17,"[21, 25, 29, 33, 37]"
signer15_sample229,23,"[20, 25, 30, 35]"
signer15_sample230,12,"[25, 29, 33]"
signer15_sample231,191,"[23, 39, 45]"
signer15_sample232,34,"[19, 45]"
signer15_sample233,134,"[22, 26, 30, 34]"
signer15_sample234,165,"[18, 24, 29, 36]"
signer15_sample235,199,"[22, 28, 32, 36, 41]"
signer15_sample236,162,"[20, 31, 35]"
signer15_sample237,42,"[22, 32, 36]"
signer15_sample238,211,[27]
signer15_sample239,26,"[27, 32]"
signer15_sample240,76,"[20, 24, 30, 35]"
signer15_sample241,117,"[22, 26, 31, 35, 39, 43]"
signer15_sample242,180,"[30, 34, 38]"
signer15_sample243,1,"[23, 27]"
signer15_sample244,27,"[28, 44]"
signer15_sample245,159,"[46, 78, 82]"
signer15_sample246,79,[28]
signer15_sample247,78,"[20, 24, 28, 32, 36, 43]"
signer15_sample248,8,"[21, 26, 30]"
signer15_sample249,161,"[21, 28, 32]"
signer15_sample250,122,"[16, 22, 26, 30, 34]"
signer15_sample251,195,"[18, 24, 28, 32, 41]"
signer15_sample252,174,"[23, 34, 38, 42]"
signer15_sample253,45,"[21, 26, 30]"
signer15_sample254,155,"[19, 24, 28, 36, 40]"
signer15_sample255,198,"[25, 31, 35]"
signer15_sample256,215,"[21, 28, 32, 40]"
signer15_sample257,94,"[24, 36]"
signer15_sample258,102,"[31, 35, 40, 44, 48]"
signer15_sample259,49,"[25, 34]"
signer15_sample260,15,"[21, 27, 32]"
signer15_sample261,130,"[16, 28, 39, 43, 48]"
signer15_sample262,57,[35]
signer15_sample263,205,[28]
signer15_sample264,70,[35]
signer15_sample265,136,"[16, 21, 29, 33, 38]"
signer15_sample266,21,"[26, 34, 59]"
signer15_sample267,36,"[21, 26, 30, 34, 38]"
signer15_sample268,108,"[41, 46]"
signer15_sample269,131,"[19, 23, 27, 32]"
signer15_sample270,211,"[21, 27, 33]"
signer15_sample271,210,"[21, 40]"
signer15_sample272,99,"[31, 35]"
signer15_sample273,22,"[20, 24, 31, 36, 41]"
signer15_sample274,58,"[40, 49]"
signer15_sample275,131,"[21, 26, 30, 36]"
signer15_sample276,204,"[20, 25, 30, 36]"
signer15_sample277,212,"[25, 30, 36]"
signer15_sample278,59,[43]
signer15_sample279,67,"[20, 24, 28, 32, 36, 42]"
signer15_sample280,171,"[22, 26, 30, 35, 39]"
signer15_sample281,153,"[19, 28]"
signer15_sample282,90,"[10, 19, 29, 38]"
signer15_sample283,207,"[23, 27, 32, 37, 41]"
signer15_sample284,183,"[23, 30, 38, 42, 46]"
signer15_sample285,148,"[21, 27, 40, 46]"
signer15_sample286,111,"[20, 30, 34, 38, 42]"
signer15_sample287,166,"[20, 24, 28, 32, 36, 40]"
signer15_sample288,128,"[25, 29, 35]"
signer15_sample289,11,"[12, 24, 37, 49]"
signer15_sample290,0,"[11, 18, 24, 28, 32, 54]"
signer15_sample291,224,"[23, 27, 31, 35, 39]"
signer15_sample292,31,"[27, 33]"
signer15_sample293,14,"[20, 33, 38]"
signer15_sample294,14,"[19, 29, 36]"
signer15_sample295,105,"[24, 28, 37, 41]"
signer15_sample296,132,"[11, 30, 34, 38, 42]"
signer15_sample297,47,"[20, 24, 28, 32]"
signer15_sample298,56,"[9, 15, 40, 44, 59]"
signer15_sample299,37,[28]
signer15_sample300,45,"[21, 26, 30, 35]"
signer15_sample301,144,"[24, 30, 35, 39]"
signer15_sample302,127,"[22, 26, 32, 36]"
signer15_sample303,175,[25]
signer15_sample304,104,"[39, 43]"
signer15_sample305,61,"[19, 25, 38, 42]"
signer15_sample306,183,"[21, 25, 29, 35, 40]"
signer15_sample307,126,"[20, 24, 28, 34, 38, 43]"
signer15_sample308,28,"[11, 20, 35, 39, 43]"
signer15_sample309,115,"[39, 48, 59]"
signer15_sample310,95,"[20, 24, 28]"
signer15_sample311,141,"[21, 31, 36, 41]"
signer15_sample312,207,"[24, 28, 33, 37, 44]"
signer15_sample313,18,[29]
signer15_sample314,188,"[21, 33]"
signer15_sample315,147,"[20, 24, 38, 42]"
signer15_sample316,190,"[23, 27]"
signer15_sample317,62,"[19, 24, 28, 32, 36, 46]"
signer15_sample318,29,"[21, 25, 33, 43]"
signer15_sample319,22,"[20, 25, 33, 38]"
signer15_sample320,221,"[15, 29, 33, 37]"
signer15_sample321,119,"[29, 33, 38, 44]"
signer15_sample322,81,[38]
signer15_sample323,85,"[25, 33]"
signer15_sample324,105,"[24, 28, 37, 41]"
signer15_sample325,59,[18]
signer15_sample326,153,"[21, 28]"
signer15_sample327,192,"[23, 27, 33]"
signer15_sample328,129,"[22, 30, 34, 38]"
signer15_sample329,214,"[30, 34, 38, 42]"
signer15_sample330,60,"[22, 26, 30, 35, 39, 46, 55]"
signer15_sample331,197,"[23, 29, 37, 41, 45, 51]"
signer15_sample332,53,"[23, 27, 31, 37]"
signer15_sample333,217,"[23, 33]"
signer15_sample334,98,"[20, 25, 29, 33, 37, 41]"
signer15_sample335,63,"[29, 34, 38]"
signer15_sample336,174,"[29, 33]"
signer15_sample337,141,"[20, 32, 36]"
signer15_sample338,30,"[22, 27, 38]"
signer15_sample339,209,"[11, 22, 32, 43]"
signer15_sample340,192,"[21, 27, 32, 36]"
signer15_sample341,68,"[21, 25, 38, 42, 48]"
signer15_sample342,55,"[20, 26, 31]"
signer15_sample343,209,"[26, 34]"
signer15_sample344,23,"[27, 32, 40, 44]"
signer15_sample345,13,"[22, 27, 33]"
signer15_sample346,218,"[20, 24, 46, 54]"
signer15_sample347,181,"[23, 41]"
signer15_sample348,9,"[22, 29]"
signer15_sample349,51,"[20, 24, 28, 32]"
signer15_sample350,197,"[21, 25, 33, 37, 43, 50]"
signer15_sample351,139,"[13, 20, 24, 28, 32]"
signer15_sample352,81,"[14, 25, 34, 38]"
signer15_sample353,3,"[17, 21, 31, 37, 43]"
signer15_sample354,41,"[37, 46, 51, 57, 63]"
signer15_sample355,164,"[17, 21, 25, 29, 42, 46, 50]"
signer15_sample356,85,"[20, 33]"
signer15_sample357,51,"[20, 25, 29]"
signer15_sample358,186,"[32, 36]"
signer15_sample359,18,"[21, 30, 43]"
signer15_sample360,57,"[24, 36]"
signer15_sample361,33,"[22, 26, 30, 34, 43, 48]"
signer15_sample362,146,"[19, 25, 29, 34, 38, 42]"
signer15_sample363,92,"[20, 33]"
signer15_sample364,35,"[11, 22, 33, 44]"
signer15_sample365,169,[30]
signer15_sample366,178,"[20, 24, 33, 39]"
signer15_sample367,17,"[23, 29, 34, 38]"
signer15_sample368,222,"[12, 24, 35, 47]"
signer15_sample369,173,"[28, 32, 36, 42, 47]"
signer15_sample370,93,"[21, 25, 31, 35]"
signer15_sample371,123,"[26, 30]"
signer15_sample372,102,"[30, 46, 50, 56]"
signer15_sample373,202,"[27, 34, 39]"
signer15_sample374,120,"[23, 29, 35]"
signer15_sample375,75,"[20, 24, 34, 38]"
signer15_sample376,214,"[22, 27, 31]"
signer15_sample377,87,"[18, 22, 27, 33, 38, 43]"
signer15_sample378,225,"[21, 25, 29, 33]"
signer15_sample379,201,"[21, 25, 29, 53, 57, 67]"
signer15_sample380,66,"[25, 29]"
signer15_sample381,20,"[11, 19, 23, 27, 37]"
signer15_sample382,62,"[22, 31]"
signer15_sample383,74,"[21, 39, 48]"
signer15_sample384,176,"[28, 32, 38, 49]"
signer15_sample385,161,"[22, 28]"
signer15_sample386,121,"[22, 27, 31, 35]"
signer15_sample387,200,"[20, 24, 28, 32, 36]"
signer15_sample388,49,[39]
signer15_sample389,179,"[18, 32, 36, 44]"
signer15_sample390,83,"[21, 51]"
signer15_sample391,26,"[21, 30, 34]"
signer15_sample392,225,"[22, 26, 30, 36]"
signer15_sample393,198,"[23, 28, 32]"
signer15_sample394,142,"[21, 32]"
signer15_sample395,201,"[19, 24, 56, 67]"
signer15_sample396,46,"[28, 32, 37]"
signer15_sample397,163,"[26, 30, 35, 40]"
signer15_sample398,158,[28]
signer15_sample399,89,"[20, 26, 30, 38, 42]"
signer15_sample400,140,[41]
signer15_sample401,213,"[32, 37]"
signer15_sample402,127,"[22, 30, 35, 40, 47]"
signer15_sample403,31,"[24, 28, 34, 40]"
signer15_sample404,202,"[28, 32, 38, 44]"
signer15_sample405,28,"[21, 26, 38, 42]"
signer15_sample406,117,"[22, 26, 30, 34, 46, 57]"
signer15_sample407,121,"[24, 28, 32, 37, 41]"
signer15_sample408,50,"[35, 41]"
signer15_sample409,54,"[23, 27, 32, 36]"
signer15_sample410,33,"[22, 27, 42, 47]"
signer15_sample411,95,"[22, 26, 32, 44]"
signer15_sample412,24,"[21, 27, 38]"
signer15_sample413,172,"[23, 27, 31, 35]"
signer15_sample414,182,"[41, 50, 54]"
signer15_sample415,196,"[20, 24, 43]"
signer15_sample416,55,"[21, 30, 34, 39]"
signer15_sample417,205,"[31, 35]"
signer15_sample418,84,"[9, 18, 28, 37]"
signer15_sample419,25,"[24, 29, 37]"
signer15_sample420,4,"[11, 15, 20, 28, 33, 38]"
signer15_sample421,186,"[21, 36]"
